id, repo, followersCommunity, forksCommunity, followersParticipation, forksParticipation
isaacs, 8, 53, 109, 0.0, 0.8745048612881074
8bitDesigner, 8, -1, -1, -1, -1
aalaap, 8, 53, -1, 0.9418800099862712, -1
chillypepper, 8, -1, -1, -1, -1
Abderrahmenla, 8, 26, -1, 1.0, -1
theabhinavdas, 8, -1, -1, -1, -1
adamsanderson, 8, 53, 109, 0.9411511814879283, 0.8627908731020022
adisrivas, 8, -1, -1, -1, -1
adiospace, 8, 53, 109, 0.7346198654114848, 0.9191362745468151
estrada9166, 8, 58, 109, 0.5346794940852897, 0.8598442581033722
alex-dixon, 8, 21, -1, 0.9518086383390859, -1
rlidwka, 8, 53, 109, 0.9518086383390859, 0.8569479673368953
prafu-amz, 8, -1, -1, -1, -1
ioncreature, 8, 53, 109, 0.9518086383390859, 0.0
piscis, 8, 19, 257, 0.8413639454165467, 0.8799963108731981
AlexKVal, 8, 53, 1, 0.0, 0.9191362745468151
alxdrg, 8, -1, -1, -1, -1
killmenot, 8, 53, 109, 0.8114538777996008, 0.8350584767475611
A1vinSmith, 8, -1, -1, -1, -1
yields, 8, 53, 109, 0.723480290385772, 0.8583967703949751
amitzur, 8, -1, -1, -1, -1
WebReflection, 8, 53, 109, 0.0, 0.9059085881135015
ankon, 8, -1, -1, -1, -1
AndrewHeaney, 8, -1, -1, -1, -1
gugu, 8, 36, 48, 0.9657931969009397, 0.9999999999999997
yuan-jiang, 8, -1, -1, -1, -1
andyfleming, 8, 0, 100, 0.8646484963095913, 0.7865596718222643
aredridel, 8, 53, 109, 0.7820666690416951, 0.8156762877965034
Swatinem, 8, 53, 322, 0.9009228006413328, 0.7931543054310737
purohit, 8, 21, -1, 0.904877191293337, -1
patelatharva, 8, -1, 109, -1, 0.7453690021916679
AScriver, 8, -1, -1, -1, -1
benedmunds, 8200, 0, 27, 0.7360567609856259, 0.7945160411909432
fluxusfrequency, 8, 15, -1, 0.8989236852909505, -1
Cauldrath, 8, 53, 109, 0.0, 0.8776654623548252
bnjmnt4n, 8, 53, 106, 0.6879552370298692, 0.9191362745468151
iambchan, 8, -1, -1, -1, -1
brendanashworth, 8, 15, 15, 0.63648033225446, 0.9107735579915405
brianloveswords, 8, 53, 109, 0.8697489895915246, 0.9063445411641751
cdauth, 8, 85, -1, 0.0, -1
caridy, 8, 53, 105, 0.9023111399753053, 0.8156766894943848
caike, 8, 15, 109, 0.7884046191325484, 0.7657538910684947
ChALkeR, 8, 53, 109, 0.0, 0.8675108674131896
cheapsteak, 8, 26, 110, 0.8766619821921493, 0.9064730825626441
CharlesHolbrow, 8, 26, -1, 0.8314355600782954, -1
andrejewski, 8, 26, 136, 0.0, 0.0
cjbarth, 8, -1, -1, -1, -1
cirosantilli, 8, 21, 111, 0.0, 0.8912158280761137
WORMSS, 8, -1, -1, -1, -1
danez, 8, 19, 106, 0.8368476165877821, 0.9191362745468151
Lysander6, 8, 72, -1, 0.9514939476305262, -1
darrentorpey, 8, -1, -1, -1, -1
davidwood, 8, 53, 112, 0.8748687155913741, 0.8926969970328861
dee-kap, 8, 53, -1, 0.9440462515730157, -1
denizy97, 8, -1, -1, -1, -1
deniztetik, 8, -1, 52, -1, 0.8020681655101649
dresende, 8, 53, 109, 0.907264678204295, 0.0
bullwinkle, 8, 53, -1, 0.9518086383390859, -1
DmitryBochkarev, 8, 15, 1, 0.8786454684971408, 0.8393060741879637
lvn, 8, 21, -1, 0.9048771912933372, -1
esco, 8, -1, 109, -1, 0.9999999999999997
netcode, 8, 0, 113, 0.7762189485455211, 0.9999999999999997
fabien, 8, 58, 109, 0.0, 0.8168258646774024
strwind, 8, 53, 102, 0.0, 0.9999999999999997
fbrandt-dev, 8, -1, -1, -1, -1
ForbesLindesay, 8, 53, 109, 0.0, 0.8374960932305971
ghousemohamed, 24, 15, 1, 0.8677834693502869, 0.9285316225535942
gireeshpunathil, 8, 53, 109, 0.772433620180593, 0.9059085881135015
gjritter, 8, -1, -1, -1, -1
guyellis, 8, 53, 67, 0.9098395181960605, 0.0
H3RSKO, 8, 53, -1, 0.8973797475905962, -1
hamzaOp, 8, -1, -1, -1, -1
popomore, 8, 53, 109, 0.729091795227516, 0.8724756463433397
iconoeugen, 8, -1, -1, -1, -1
HubCodes, 8, 53, -1, 0.8419025527858875, -1
igncp, 8, 53, -1, 0.7657376723112767, -1
amfern, 8, -1, -1, -1, -1
drussilla, 8, -1, 257, -1, 0.9191362745468151
ifraixedes, 8, -1, 101, -1, 0.9999999999999997
jaimeagudo, 8, -1, 249, -1, 0.8819949524265019
jseip1679, 8, 53, -1, 0.7136356650280813, -1
jamesgeorge007, 520, 0, 355, 0.0, 0.9091480881189135
jherdman, 8, 15, 114, 0.9444658740567476, 0.8961585325450423
buschtoens, 520, 53, 109, 0.7932538119443782, 0.8694727603508254
Jianru-Lin, 8, 53, 109, 0.8498185525426567, 0.8618079524406219
snodgrass23, 8, -1, -1, -1, -1
joemccann, 8, 53, 112, 0.7705707817024154, 0.8847051153558403
qjcg, 8, 53, -1, 0.96579319690094, -1
jonchurch, 8, 53, 109, 0.9415401903222866, 0.7967876559331716
JonDum, 8, 53, 115, 0.9518086383390859, 0.8190330609843051
jpalardy, 8, 15, 109, 1.0, 0.0
jzacsh, 8, 53, 109, 0.8306505558963744, 0.8862185312256529
jordonias, 8, -1, -1, -1, -1
josemarjobs, 8, 15, -1, 0.8867313606052366, -1
daguej, 8, -1, -1, -1, -1
jlubawy, 8, -1, -1, -1, -1
joshuacaron, 8, -1, -1, -1, -1
JoshSGman, 8, 55, -1, 1.0, -1
juanarbol, 8, 53, 109, 0.8526326678246854, 0.8914488302093595
juliangruber, 520, 53, 109, 0.7318027197613095, 0.6529198845273809
justinabrahms, 8, 21, 58, 0.8954590947151748, 0.0
ksato9700, 8, -1, 109, -1, 0.8349878375598644
kentcdodds, 8, 53, 52, 0.0, 0.7146040427633435
kunalspathak, 8, -1, 286, -1, 0.9529542418975532
ralphtheninja, 8, 53, 109, 0.7823316771788598, 0.386201086163629
lpage, 8, -1, -1, -1, -1
lennym, 8, -1, 102, -1, 0.9127845942928958
loganripplinger, 8, -1, -1, -1, -1
lukeart, 8, -1, -1, -1, -1
malixsys, 8, 134, 109, 1.0, 0.8523268473405445
mmalecki, 8, 53, 109, 0.8186327443618887, 0.853858453566653
baslr, 8, -1, 101, -1, 0.9999999999999997
mwanago, 8, -1, 354, -1, 0.0
jsmarkus, 8, 53, 109, 0.8980093906786784, 0.0
mhayashi, 8, 15, 301, 0.0, 0.9337545336081952
mcolyer, 8, 15, 109, 0.9657931969009397, 0.8867089842091602
printercu, 8, -1, 1, -1, 0.7696720121221468
michaelficarra, 8, 53, 109, 0.8852928407009923, 0.8396635392618345
tunniclm, 8, -1, 109, -1, 0.847739351672472
mikeal, 8, 53, 109, 0.7736625565850039, 0.847739351672472
NotMoni, 8, 53, -1, 0.8752422988834894, -1
nacimgoura, 8, 53, 37, 0.811896710721154, 0.9529542418975532
shesek, 8, -1, 109, -1, 0.8541720129143562
nmandel, 8, -1, -1, -1, -1
oztune, 8, -1, -1, -1, -1
guybrush, 8, 53, 109, 0.7710851473750044, 0.6687643182363235
masylum, 8, 53, 109, 0.7606196350312312, 0.8532498622841345
paulmillr, 8, 53, 109, 0.0, 0.0
serby, 8, 53, 109, 0.8093263023220528, 0.8325184777833046
pavelbrylov, 8, 53, 109, 0.9518086383390859, 0.8598442581033722
langpavel, 8, 53, 109, 0.810641098497784, 0.8486273714726223
ppejovic, 8, -1, -1, -1, -1
peters, 8, 134, 116, 0.96579319690094, 0.8720908295994894
piperchester, 8, 53, 108, 0.5755810617825906, 0.8835188967880175
pravdomil, 136, 26, -1, 0.0, -1
REALSTEVEIG, 8, -1, -1, -1, -1
raymondfeng, 8, 53, 109, 0.0, 0.847739351672472
Raynos, 8, 53, 109, 0.8592357803351109, 0.8468736141559905
yakubori, 8, -1, -1, -1, -1
ritch, 8, 53, 339, 0.8755211884622234, 0.847739351672472
romanzubenko, 8, -1, -1, -1, -1
RubenVerborgh, 8, 26, 109, 0.0, 0.8834769946547925
ryanseys, 8, 53, -1, 0.7953592550803945, -1
seanlinsley, 8, 15, 1, 0.9411511814879283, 0.8961585325450423
seppevs, 8, 53, 272, 0.8756190401151088, 0.0
stz-seongheon, 8, -1, -1, -1, -1
sethkrasnianski, 8, -1, 115, -1, 0.9059085881135015
seth-admittedly, 8, -1, -1, -1, -1
sjanuary, 8, 56, -1, 0.0, -1
styfle, 8, 53, 109, 0.7915536282423684, 0.8377064821699921
stevenanthonyrevo, 8, 53, -1, 0.96579319690094, -1
jstkim7, 8, -1, -1, -1, -1
potato4d, 8, 53, -1, 0.7308281505365042, -1
siong1987, 24, -1, 1, -1, 0.8961585325450423
thomseddon, 8, 53, 357, 0.9518086383390859, 0.8867089842091602
tcort, 8, -1, -1, -1, -1
thst71, 8, -1, -1, -1, -1
thlorenz, 8, 53, 109, 0.8697295862282238, 0.8819949524265019
deiga, 8, 15, 109, 0.8523465251141003, 0.8867089842091602
tkesgar, 8, 8, -1, 0.8372420298076995, -1
CommanderRoot, 8, -1, 109, -1, 0.847739351672472
tjhosford, 8, 15, -1, 0.9617971612350859, -1
mmito, 8, 53, -1, 0.9518086383390859, -1
tonyspb, 8, -1, -1, -1, -1
tnydwrds, 8, 53, -1, 0.9518086383390859, -1
troygoode, 8, -1, 338, -1, 0.0
UlisesGascon, 8, 53, 124, 0.8807919758169716, 0.0
vaseker, 8, 0, -1, 0.0, -1
vesln, 520, 53, 109, 0.9100008140423981, 0.8776654623548252
VishvajitP, 8, 21, 184, 0.7910439596072674, 0.9763545501025435
Laboratory, 8, -1, 109, -1, 0.9191362745468151
tadatuta, 8, -1, -1, -1, -1
Devrama, 8, -1, -1, -1, -1
Pana, 520, 53, 109, 0.7220826691644877, 0.0
ysmood, 8, 127, 109, 0.0, 0.8583496723039379
yaman-jain, 8, -1, -1, -1, -1
wangyangkobe, 8, 56, -1, 1.0, -1
ykumar6, 8, -1, 76, -1, 0.9999999999999997
hiroppy, 8, 53, 223, 0.0, 0.0
ZLester, 8, 53, 109, 0.8869867111492487, 0.8819949524265019
Albertobar94, 8, -1, 7, -1, 0.9529542418975532
apeltop, 8, -1, -1, -1, -1
asafdav2, 8, -1, -1, -1, -1
caioagiani, 8, 15, -1, 0.8153606259450707, -1
chirag04, 8, 53, 109, 0.7757933765977328, 0.8294232398136483
cjihrig, 8, 53, 109, 0.8897804705243142, 0.0
colynb, 8, 0, 9, 1.0, 0.9059085881135015
ctide, 8, 57, 286, 0.9757469672809881, 0.8453573525863334
drewm, 8, 0, 276, 0.0, 0.0
ewoudj, 8, -1, 109, -1, 0.9999999999999997
fern4lvarez, 8, 15, 1, 0.9219548219049705, 0.7415331041919858
zuohuadong, 72, 53, -1, 0.6552550865361105, -1
huaoguo, 8, 53, -1, 0.0, -1
jade-bot, 8, -1, 109, -1, 0.8781958404949004
joshlangner, 8, 53, 101, 0.9518086383390859, 0.9999999999999997
lihanli, 8, -1, 118, -1, 0.9999999999999997
lxe, 8, 53, 109, 0.7891567281942755, 0.8171011538933798
muratgu, 8, -1, -1, -1, -1
nickjj, 8, 19, 83, 0.0, 0.0
grisu48, 8, -1, -1, -1, -1
pikeas, 8, -1, -1, -1, -1
silentjohnny, 8, -1, -1, -1, -1
valllabh, 8, 58, -1, 0.5876598413312462, -1
thevoidf, 8, 53, 109, 0.9518086383390859, 0.9191362745468151
yanokenken, 8, -1, -1, -1, -1
getspooky, 72, 0, -1, 0.7632657531818356, -1
yawnt, 8, 53, -1, 0.8666748763476309, -1
yosssi, 520, 5, 255, 0.0, 0.8331606581420687
zhangky01, 8, -1, 218, -1, 0.9999999999999997
meteormatt, 8, 26, 99, 0.0, 0.9999999999999997
rafaelfranca, 16, 15, 1, 0.8993100776151733, 0.8734342145975063
tenderlove, 16, 15, 1, 0.9099861320611651, 0.8809700592714685
dhh, 16, 15, 1, 0.0, 0.0
kamipo, 16, 15, 1, 0.0, 0.9275343033129093
jeremy, 16, 15, 1, 0.8800973334398419, 0.9028411763235819
josevalim, 16, 15, 1, 0.0, 0.0
fxn, 16, 15, 1, 0.890638234760049, 0.0
senny, 16, 15, 1, 0.9103405855479858, 0.8794168564359431
carlosantoniodasilva, 16, 15, 1, 0.9108684187322137, 0.8011827956569243
kaspth, 16, 15, 1, 0.8436619704789702, 0.8896211117209557
eileencodes, 16, 15, 1, 0.8228575136495249, 0.8534385799971725
spastorino, 16, 15, 1, 0.0, 0.9068895985322254
sgrif, 16, 15, 1, 0.0, 0.8110591316915632
josh, 16, 15, 1, 0.7218065797800476, 0.0
vijaydev, 16, 15, 1, 0.9518086383390857, 0.9337545336081952
y-yagi, 16, 15, 1, 0.9657931969009397, 0.8912035689545205
lifo, 16, 15, 1, 0.8481977857257493, 0.0
jonleighton, 16, 15, 118, 0.0, 0.0
amatsuda, 16, 15, 1, 0.8187316321802904, 0.9337545336081952
matthewd, 16, 15, 1, 0.9322159844722602, 0.804419100203883
guilleiguaran, 16, 15, 1, 0.7761903650174997, 0.8222539462011513
pixeltrix, 16, 15, 1, 0.0, 0.920072938816427
jonathanhefner, 16, 15, 1, 0.9010646536903337, 0.8458275195073839
byroot, 16, 15, 1, 0.8818850180072738, 0.8734207051922986
vipulnsward, 16, 15, 1, 0.3844404213103926, 0.8353490897513535
georgeclaghorn, 16, 15, -1, 0.8252726938411468, -1
zzak, 16, 15, 1, 0.8463067419004291, 0.8919070471676148
miloops, 16, 15, 1, 0.8393836656207834, 0.9285316225535942
NZKoz, 16, 15, 1, 0.0, 0.7782799410074341
drogus, 16, 15, 1, 0.9309768436084259, 0.8805328372367376
prathamesh-sonpatki, 16, 15, 1, 0.9290214690719316, 0.7534859136694909
maclover7, 16, 15, 1, 0.0, 0.0
schneems, 16, 15, 1, 0.9411511814879283, 0.8187434443750411
technoweenie, 16, 15, 1, 0.8499871625067584, 0.9529542418975532
arunagw, 16, 15, 1, 0.8519181529915284, 0.8489152267807736
wycats, 16, 15, 1, 0.9315864460891132, 0.9191362745468151
eugeneius, 16, 15, 1, 0.9171476627050744, 0.8540771739628701
radar, 16, 15, 1, 0.9657931969009397, 0.9337545336081952
jhawthorn, 16, 15, 1, 0.9411511814879283, 0.8335289206078746
chancancode, 16, 15, 1, 0.7457936733598689, 0.8857960798811639
jamis, 16, 15, 1, 0.0, 0.841220288436619
bogdanvlviv, 16, 15, 1, 0.0, 0.9337545336081952
yahonda, 16, 15, 1, 0.0, 0.8814464148346542
gmcgibbon, 16, 15, 1, 0.6627699669297045, 0.9337545336081952
robin850, 16, 15, -1, 0.790335816866013, -1
claudiob, 16, 15, 1, 0.9365177599549172, 0.8922515633173783
arthurnn, 16, 15, 1, 0.8125977433890818, 0.5712530774836824
yui-knk, 16, 15, 1, 0.0, 0.8172803376304921
kennyj, 16, 15, 1, 0.925626388874526, 0.9121669539158729
seckar, 16, -1, -1, -1, -1
sikachu, 16, 15, 1, 0.922915692550278, 0.8861405293196076
mikel, 16, 15, 1, 0.0, 0.9068895985322258
steveklabnik, 16, 15, 1, 0.9068661738156485, 0.839411013231746
seuros, 16, 15, 1, 0.0, 0.8127198123058301
p8, 16, 15, 1, 1.0, 0.9125938693107708
javan, 16, 15, 1, 0.8183355141390298, 0.9225188808583087
lukaszx0, 16, 15, 1, 0.0, 0.8109921774867529
yhirano55, 16, 15, 1, 0.8267489485488148, 0.9003867174124598
fcheung, 16, 15, 1, 0.0, 0.8777224998634582
smartinez87, 16, 15, 1, 0.8902389910581747, 0.8067865417724831
tgxworld, 16, 15, 1, 1.0, 0.8317974031950144
oscardelben, 16, 15, 1, 0.9190303766787098, 0.8723178397191879
lest, 16, 15, 1, 0.8694841886492031, 0.8719851561007051
ghiculescu, 16, 0, 1, 0.0, 0.7712587693772819
gbuesing, 16, 15, -1, 0.7167994674243886, -1
joshk, 8208, 15, 1, 0.9757469672809875, 0.8523268473405445
bogdan, 16, 15, 1, 0.8878476474749892, 0.9337545336081952
brynary, 16, 15, 1, 0.9444658740567476, 0.9011645008814804
fatkodima, 16, 15, 1, 0.9140333330976967, 0.8366433363867288
sstephenson, 16, 15, 1, 0.0, 0.0
avakhov, 16, 15, -1, 0.0, -1
utilum, 16, 15, 1, 0.8952767912644335, 0.9337545336081952
FooBarWidget, 16, 15, 1, 0.0, 0.8531364744157407
jorgemanrubia, 16, 15, 1, 0.9088240581613114, 0.9337545336081952
abhaynikam, 16, 15, -1, 0.8731136524286105, -1
Edouard-chin, 16, 15, 1, 0.7443811611475069, 0.9275343033129093
jaimeiniesta, 16, 15, 1, 0.8989868872876431, 0.8525991281165367
JuanitoFatas, 16, 15, 1, 0.0, 0.8424680879830432
meinac, 16, 15, 1, 0.0, 0.7924139238775689
rizwanreza, 16, 15, 1, 0.8912215403309129, 0.8690954105050768
jasonnoble, 16, 15, 1, 0.0, 0.9529542418975532
gsamokovarov, 16, 15, 373, 0.7689982871434657, 0.0
koic, 16, 15, 1, 0.0, 0.8572886181331631
kirs, 16, 15, 1, 0.8107285115995253, 0.9027169067413426
wangjohn, 16, 15, 234, 0.8828190827890052, 0.0
kuldeepaggarwal, 16, 15, 63, 1.0, 0.9457638346751853
goncalossilva, 16, 15, 1, 0.9444658740567476, 0.8491132967014969
leonbreedt, 16, 15, -1, 0.0, -1
agis, 16, 15, 1, 0.0, 0.0
dmathieu, 16, 15, 1, 0.0, 0.0
skipkayhil, 16, -1, 1, -1, 0.9337545336081952
rsim, 16, 15, 1, 0.0, 0.9337545336081952
gaurish, 16, 15, 1, 0.8598467745982175, 0.8904115138769206
rohit, 16, 15, -1, 0.0, -1
nashby, 16, 15, 1, 0.8363237695079344, 0.8778680202517231
robertomiranda, 16, 15, 120, 0.7905699249554088, 0.8194278838379729
jonatack, 16, 15, 1, 0.0, 0.8222471335657267
marcandre, 144, 15, 1, 0.0, 0.9425159304109022
thedarkone, 16, 15, 1, 0.0, 0.9079273841972643
tarmo, 16, -1, 1, -1, 0.9999999999999997
cristianbica, 16, 15, 121, 0.96579319690094, 0.8016480556131289
dasch, 16, 15, 1, 0.9657931969009397, 0.8798090183956793
cassiomarques, 16, 15, -1, 0.9159939054899768, -1
composerinteralia, 16, 15, 1, 0.0, 0.8670189273213113
madrobby, 16, 15, 109, 0.9480018647012433, 0.9425159304109022
amitsuroliya, 16, 15, 1, 0.85827474100836, 0.8896211117209557
morgoth, 16, 15, 1, 0.9108684187322135, 0.0
albertoalmagro, 16, 15, 1, 0.9305739305424445, 0.9999999999999997
pftg, 16, 15, 1, 0.9059996147242145, 0.9191362745468151
ronakjangir47, 16, 15, 1, 0.8005311098367288, 0.8865040815410419
mikdiet, 16, 15, 1, 0.9322159844722596, 0.9337545336081952
Empact, 16, 15, 1, 0.842094289858137, 0.85222837180181
Gaurav2728, 16, 15, 1, 0.8107936503435142, 0.8795674369342583
nicksieger, 16, 15, 1, 0.876578722912742, 0.8285300289264586
r00k, 16, 15, 1, 0.0, 0.9013678322995834
zuhao, 16, -1, -1, -1, -1
laurocaetano, 16, 15, -1, 0.6667702555873666, -1
tjschuck, 16, 15, 1, 1.0, 0.7526831947326109
st0012, 16, 15, 20, 0.7553639391812147, 0.9529542418975532
htanata, 16, 15, 1, 0.0, 0.9127845942928958
karmi, 16, 15, 1, 0.9207712020689589, 0.9529542418975535
trevorturk, 16, 15, 1, 0.8145748236012982, 0.8655548124601475
jbampton, 16, 15, 123, 0.7444547210006769, 0.6776443510836307
tilsammans, 16, 15, -1, 0.0, -1
jmbejar, 16, 15, 1, 0.8802475248231864, 0.9999999999999997
dchelimsky, 16, 15, 1, 0.9518086383390857, 0.8793305918074297
mechanicles, 16, 15, 1, 0.8064949478060803, 0.8776654623548256
mislav, 16, 15, 1, 0.8695260484596388, 0.9093195797448177
norman, 16, 15, 1, 0.8507421550390145, 0.0
rubys, 16, 15, 1, 0.0, 0.9260647871240345
kenta-s, 16, 15, 1, 0.845419436525257, 0.8961585325450423
etiennebarrie, 16, 15, 1, 0.7692787530287383, 0.8832442530281601
dixpac, 16, -1, 1, -1, 0.9201236539658983
al2o3cr, 16, 15, 1, 0.0, 0.8867089842091602
yuki24, 16, 15, 1, 0.7921604938734684, 0.0
seanpdoyle, 16, 15, 1, 0.8753526605484719, 0.847739351672472
sharang-d, 16, -1, 340, -1, 1.0
waynn, 16, -1, 1, -1, 0.8964001552576981
bcardarella, 16, 15, -1, 0.0, -1
toretore, 16, 15, 1, 0.8288145216178644, 0.9529542418975532
soartec-lab, 16, -1, -1, -1, -1
raysrashmi, 16, 15, 1, 0.8758272665274726, 0.8865040815410419
palkan, 16, 15, 1, 0.9243814253189693, 0.8857685105685934
henrik, 16, 15, 1, 0.0, 0.8818678775141287
foobarfighter, 16, 15, -1, 0.9657931969009397, -1
chuyeow, 16, 15, 1, 0.8826488828131254, 0.8306204358826844
alloy, 16, 15, 1, 0.8635674626606222, 0.8544217133016031
zilkey, 16, 15, 1, 0.0, 0.0
giraffate, 16, -1, 1, -1, 0.9394484165597582
vishnuatrai, 16, 15, 122, 0.9201864167179883, 0.9999999999999997
alexcameron89, 16, 15, 1, 0.8192852761412617, 0.7682148426111338
erikstmartin, 16, 15, 1, 0.9163410182258321, 0.9337545336081952
franckverrot, 16, 15, 1, 0.8992693057643234, 0.5791392409545347
repinel, 16, 130, 1, 0.0, 0.7941757865675996
dylanahsmith, 16, 15, 1, 0.0, 0.8634000631382346
acapilleri, 16, 15, 1, 0.8965889499798125, 0.9337545336081952
Manfred, 16, 15, 1, 0.0, 0.0
goshacmd, 16, 15, 109, 0.8270263510509804, 0.8952685072450981
mperham, 16, 15, 1, 0.9559574370505541, 0.8377092882664791
indirect, 16, 15, 1, 1.0, 0.8173350319532516
mtsmfm, 16, 15, 1, 0.7829601170745059, 0.7757456134593098
joshsusser, 16, 15, 1, 0.9605576024039812, 0.0
Karunakar, 16, 15, -1, 0.8852265869427112, -1
ydakuka, 16, 15, -1, 0.9657931969009397, -1
AvnerCohen, 16, 15, 124, 0.3844404213103926, 0.9666320794692136
davydovanton, 16, 15, 1, 0.8906122868677686, 0.8923109210412565
jeffreyguenther, 16, 53, 1, 0.8660739814886548, 0.0
sambostock, 16, -1, 1, -1, 0.8795186465842144
tomkadwill, 16, -1, -1, -1, -1
lulalala, 16, 15, 1, 0.8619886369379297, 0.8838463495867313
sferik, 16, 15, 1, 0.9014378086981727, 0.906740039029636
ugisozols, 16, 15, -1, 0.96579319690094, -1
carllerche, 16, 15, 247, 0.0, 0.0
jroes, 16, 15, 1, 0.0, 0.8384149838865265
kddnewton, 16, 15, 1, 0.0, 0.8755620335876003
thiagopintodev, 16, 15, -1, 0.6674925945064203, -1
thiagopradi, 16, 15, 1, 0.9305739305424445, 0.8565049026160348
flavorjones, 16, 15, 1, 0.9002696872666421, 0.875158577825036
shioyama, 16, 15, 1, 0.8174028772296238, 0.8186405236605464
clemens, 16, 15, 1, 0.0, 0.9127845942928958
dcrec1, 16, 15, 1, 0.0, 0.8743014905672729
packagethief, 16, 15, 1, 0.8635674626606222, 0.8744140869829081
raybaxter, 16, 15, 75, 0.9176019398405689, 0.862790873102002
rmacklin, 16, 15, 1, 0.0, 0.798221676895117
judearasu, 16, 15, -1, 0.8555116215016398, -1
intrip, 16, 15, 9, 0.9322159844722596, 0.9059085881135018
mrduncan, 16, 15, -1, 0.0, -1
apotonick, 16, 15, 1, 0.0, 0.0
parndt, 16, 15, 1, 0.9581920187829349, 0.732818397951737
eparreno, 16, 15, 1, 0.904877191293337, 0.8776654623548252
ricardotk002, 16, 15, 1, 0.8875701464155938, 0.9999999999999997
tricknotes, 528, 15, 1, 0.7649898032702824, 0.8616646455911825
seejohnrun, 8208, 0, 1, 0.9168982272291092, 0.8456642281153707
maurogeorge, 16, 15, 1, 0.0, 0.9529542418975532
vishaltelangre, 16, 15, 340, 0.9657931969009397, 0.0
stevestmartin, 16, 15, -1, 0.9108684187322135, -1
ankit8898, 16, 15, 1, 0.869583355610242, 0.8528914346653298
metaskills, 16, 15, 1, 0.0, 0.8768240329608655
mjtko, 16, -1, 1, -1, 0.9337545336081952
santib, 16, 15, 1, 0.0, 0.8961585325450423
andreynering, 16, 53, -1, 0.9322159844722602, -1
grosser, 16, 15, 1, 0.0, 0.8855004209210885
fgo, 16, 15, 1, 0.8992693057643236, 0.8891392357250656
hahmed, 16, 15, 1, 0.9093304882384777, 0.9260647871240345
simi, 16, 15, 1, 0.9518086383390859, 0.8950683145799047
ptn, 16, 15, -1, 0.8863422002198743, -1
spohlenz, 16, 15, 1, 0.8555116215016398, 0.9337545336081952
TheEmpty, 16, 15, -1, 1.0, -1
HParker, 16, 15, 1, 0.9322159844722596, 0.8856861954164562
zenspider, 16, 15, 1, 0.9108684187322135, 0.0
vinistock, 16, 15, 1, 0.7760010385520539, 0.9068895985322254
dmitry, 16, 15, 126, 1.0, 0.8138410067485176
alkesh26, 16, 15, -1, 1.0, -1
xuanxu, 16, 15, 1, 0.9173286984480343, 0.9999999999999997
adrianna-chang-shopify, 16, 15, 1, 0.9088240581613114, 0.8776654623548252
anupamc, 16, 15, -1, 0.8668621750464487, -1
brianmario, 16, 15, 1, 0.8562809278066131, 0.0
ernie, 16, 15, 109, 0.0, 0.8396635392618345
greysteil, 16, 15, 1, 0.0, 0.8074663047537565
harshadsabne, 16, 15, 1, 0.0, 0.8290095027644393
chrisk, 16, 57, 1, 0.9315864460891132, 0.8258244911736401
willnet, 16, 15, 1, 0.848160244592304, 0.8654457403852771
bf4, 16, 15, 1, 0.9072246228164443, 0.8157739149814347
joelhawksley, 16, 15, 1, 0.9518086383390859, 0.847739351672472
mohitnatoo, 16, -1, -1, -1, -1
take, 16, 15, 118, 0.8504721234456282, 0.9127845942928958
SamSaffron, 16, 15, 1, 0.0, 0.8450852009521104
lsylvester, 16, 15, 1, 0.8630204322727804, 0.8245712773987413
gazay, 16, 15, 1, 0.0, 0.8597652338529942
cpruitt, 16, -1, 1, -1, 0.8618079524406219
derekprior, 16, 15, 1, 0.9069445353288192, 0.0
lucasmazza, 16, 15, 208, 0.6937798876871093, 0.0
mjankowski, 16, 15, -1, 0.0, -1
olivierlacan, 16, 15, 1, 0.5910828456953283, 0.8008328551306507
rafmagana, 16, -1, 109, -1, 0.895470328811027
subbarao, 16, -1, 109, -1, 0.8725407719177665
tekin, 16, 15, 119, 0.8992693057643236, 0.9999999999999997
aditya-kapoor, 16, 15, 1, 0.9276288274192317, 0.9529542418975535
Erol, 16, 15, -1, 0.878305294034084, -1
kbrock, 16, 15, 1, 0.8424365616020093, 0.7921693837972434
mhfs, 16, 15, 1, 0.919606174873252, 0.9068895985322258
pat, 16, 15, 1, 1.0, 0.8811153406494243
cllns, 16, -1, 1, -1, 0.9068895985322254
imtayadeway, 16, 15, 1, 0.96579319690094, 0.0
mark-rushakoff, 16, 15, -1, 0.9411511814879283, -1
semaperepelitsa, 16, 15, 1, 0.9151165377296492, 0.8674736008313715
okuramasafumi, 16, 15, 1, 0.8238557638314592, 0.8076595889757856
alessapereyra, 16, 15, -1, 0.0, -1
aderyabin, 16, 15, 1, 0.8882576359552072, 0.8439274665784926
route, 16, 15, -1, 0.856124227655382, -1
evanfarrar, 16, 15, 127, 0.8989237739485934, 0.8396635392618345
gregmolnar, 16, 15, 1, 0.8518290629541727, 0.8682401574840073
mehagar, 16, -1, -1, -1, -1
yaroslav, 16, 15, 1, 0.8810795813460661, 0.8545851067502265
janko, 16, 15, 1, 0.8901748839170566, 0.8538846568442491
brchristian, 16, -1, 1, -1, 0.7941757865675996
jacobherrington, 16, 15, -1, 0.8766590279320253, -1
rahul100885, 16, 15, 1, 0.922915692550278, 0.9038862945940581
