id, repo, followersCommunity, forksCommunity, followersParticipation, forksParticipation
PhilipMantrov, 64, -1, -1, -1, -1
prateekkathal, 64, 0, -1, 0.8459201657648486, -1
pmitrifork, 64, -1, -1, -1, -1
szemek, 64, 15, -1, 0.8992693057643236, -1
qbodart, 64, -1, -1, -1, -1
rafalschmidt97, 64, 134, -1, 0.8532238252843529, -1
rraziel, 64, -1, -1, -1, -1
Reasno, 64, 19, 156, 0.7506178680193921, 0.9059085881135015
rarkins, 64, 26, 352, 0.0, 0.8411833274568803
ProbablePrime, 64, 53, 157, 0.6567227680624512, 0.8294232398136483
rich-w-lee, 64, -1, -1, -1, -1
WikiRik, 64, -1, -1, -1, -1
robertohuertasm, 64, 53, -1, 0.6615013501940793, -1
msrumon, 64, -1, -1, -1, -1
Samox, 64, -1, -1, -1, -1
saurabh-prakash, 64, -1, -1, -1, -1
dsebastien, 64, 58, 109, 0.6731001523130042, 0.6728853330986864
shauntrennery, 64, -1, -1, -1, -1
delasteve, 64, 44, 148, 0.9657931969009397, 0.5235769838037103
StevenGBrown, 64, -1, -1, -1, -1
SuperHuangXu, 64, 53, 158, 0.7576377379454416, 0.9999999999999997
sushant9096, 64, -1, -1, -1, -1
pochi-sato, 64, -1, -1, -1, -1
twchn, 64, 53, -1, 0.8358343082525648, -1
virkt25, 64, -1, -1, -1, -1
jwthanh, 64, -1, 359, -1, 0.9529542418975532
quangtran88, 64, -1, -1, -1, -1
tychota, 64, 26, -1, 1.0, -1
ulrichb, 64, -1, -1, -1, -1
boenrobot, 64, -1, -1, -1, -1
vferdiansyah, 64, -1, -1, -1, -1
techvlad, 64, 0, 150, 0.0, 0.0
borovik96, 64, 53, 159, 1.0, 0.9999999999999997
xavierchow, 64, 19, -1, 0.7461066773833966, -1
yesset-yandex, 64, -1, -1, -1, -1
yort-feng, 64, 79, -1, 0.9657931969009397, -1
ichioka-yui-fixer, 64, -1, -1, -1, -1
zen0wu, 64, -1, -1, -1, -1
sartoshi-foot-dao, 64, -1, -1, -1, -1
reegnz, 64, -1, -1, -1, -1
ZungTa, 64, 60, -1, 0.8630204322727801, -1
alerosa, 64, -1, -1, -1, -1
alexreal1314, 64, -1, -1, -1, -1
branbranmuffin, 64, -1, -1, -1, -1
cor-ferro, 64, -1, -1, -1, -1
da-mkay, 64, -1, -1, -1, -1
gilre, 64, -1, -1, -1, -1
hicdre, 64, -1, -1, -1, -1
iamolegga, 64, 72, 359, 0.8084963545976552, 0.0
jeffminsungkim, 64, 72, 138, 0.8251081852325435, 0.9059085881135018
jhmen, 64, -1, -1, -1, -1
kosh-b, 64, -1, -1, -1, -1
anchan828, 64, -1, 359, -1, 0.9999999999999997
lafeuil, 64, -1, -1, -1, -1
leokraken, 64, -1, -1, -1, -1
mehdi-sh-hm, 64, -1, -1, -1, -1
merceyz, 64, 53, 109, 0.0, 0.8330019050216725
miZyind, 64, -1, -1, -1, -1
mjgp2, 64, -1, -1, -1, -1
mohan-murali, 64, 134, -1, 0.8652089922963723, -1
mookjp, 64, 53, 130, 0.9657931969009397, 0.8723178397191879
ntibi, 64, -1, -1, -1, -1
pumano, 64, 53, -1, 0.6873858010596675, -1
pvtri96, 64, -1, -1, -1, -1
r-shirasu, 64, -1, -1, -1, -1
renovate[bot], 192, -1, -1, -1, -1
rikapo, 64, 0, -1, 0.9176673014926381, -1
ssilve1989, 64, -1, -1, -1, -1
szilveszterandras, 64, -1, -1, -1, -1
theabuitendyk, 64, 72, -1, 0.834931581104021, -1
thesoundfromthesky, 64, 53, -1, 0.8980093906786778, -1
thomrick, 64, 72, -1, 1.0, -1
tooleks, 64, 19, -1, 1.0, -1
JohanManders, 64, -1, -1, -1, -1
weekens, 64, -1, -1, -1, -1
blueway, 64, -1, -1, -1, -1
wiasliaw, 64, 53, 146, 0.4860078247608739, 0.9666320794692136
saarw, 64, -1, -1, -1, -1
adworacz, 64, -1, 360, -1, 0.9999999999999997
woobottle, 64, -1, 52, -1, 0.8020681655101649
yiminghe, 64, 53, 158, 0.7200834153394124, 0.0
yingye, 64, -1, -1, -1, -1
gelito, 64, 53, -1, 0.0, -1
dobest27, 64, -1, -1, -1, -1
asnowwolf, 64, 79, 109, 1.0, 0.7631474749257341
benjamn, 128, 26, 106, 0.79042852328166, 0.8721399780356854
glasser, 128, 26, 200, 0.0, 0.8752281310752342
stubailo, 128, 26, 33, 0.8084832216384608, 0.8523879143752304
dgreensp, 128, 26, 106, 0.0, 0.7223255674253453
Slava, 128, 26, 95, 0.8529303934207131, 0.6526443663438521
n1mmy, 128, 26, -1, 0.0, -1
avital, 128, 26, 88, 0.0, 0.9529542418975535
StorytellerCZ, 8320, 26, 162, 0.7871487324951487, 0.815365719707689
filipenevola, 128, 26, 164, 0.7186718843570039, 0.7978250238849324
abernix, 128, 26, 166, 0.7671649656926125, 0.7918230701448099
dferber90, 128, 53, -1, 0.49377988046912447, -1
tmeasday, 128, 26, 161, 0.8451298498665452, 0.8750443775469614
gschmidt, 128, 26, -1, 0.9122648187842136, -1
martijnwalraven, 128, 26, 37, 0.0, 0.9529542418975532
justinsb, 128, 26, -1, 0.0, -1
renanccastro, 128, 26, 169, 0.0, 0.8665284743378042
denihs, 128, 26, 164, 0.8678233047918548, 0.8588630387144667
greenkeeperio-bot, 128, -1, -1, -1, -1
zodern, 128, 26, 165, 0.6897194070542123, 0.9191362745468151
greenkeeper[bot], 128, -1, -1, -1, -1
arbesfeld, 128, 26, 33, 0.8314355600782954, 0.8588630387144667
hwillson, 128, 26, 182, 0.803100153145029, 0.6401428339120641
awwx, 128, 26, 179, 0.0, 0.0
debergalis, 128, 26, -1, 0.0, -1
sebakerckhof, 128, 26, 202, 0.0, 0.8168984093184252
lorensr, 128, 26, 170, 0.0, 0.7231326384683436
zol, 128, 26, 187, 0.8727379415352374, 0.9529542418975532
yyx990803, 128, 53, 40, 0.7002256561373298, 0.9191362745468151
jamesmillerburgess, 128, 26, 166, 0.751328149693812, 0.7756769799968551
BrianMulhall, 128, 26, 33, 0.8831222094639534, 0.8588630387144667
laosb, 128, 26, 172, 0.7582070186838888, 0.7817481597577314
anubhav94, 128, 26, -1, 0.0, -1
klaussner, 128, 26, 137, 0.7931424758317356, 0.0
dandv, 128, 26, 109, 0.8443371031448232, 0.5775526487896128
skirunman, 128, 26, 175, 0.0, 0.9059085881135015
fredmaiaarantes, 128, 26, 176, 0.8696006212817804, 0.9332641850097045
GeoffreyBooth, 128, 26, -1, 0.0, -1
brucejo75, 128, 26, 170, 0.9581920187829349, 0.5261688416386687
timhaines, 128, 26, 1, 0.7119470114984445, 0.8804409405924815
mquandalle, 128, 26, 88, 0.0, 0.7304801679012229
toinevk, 128, 26, -1, 0.6286453844201496, -1
possibilities, 128, 26, 363, 0.8833952936814599, 0.0
zimme, 128, 26, 167, 0.7787061849281819, 0.9999999999999997
radekmie, 128, 26, 194, 0.0, 0.0
dburles, 128, 26, 161, 0.789328860380313, 0.771946922556227
vlasky, 128, 26, 189, 0.0, 0.0
afrokick, 128, 26, -1, 0.5810059790857063, -1
robfallows, 128, 26, 177, 0.0, 0.0
nathan-muir, 128, 26, 88, 0.0, 0.7926181988329812
harryadel, 128, 26, 137, 0.833542925361825, 0.7120288363516134
jankapunkt, 128, 26, 137, 0.8624667663717287, 0.6373043556295861
cmather, 128, 26, 168, 0.9032362015365487, 0.7925937834703756
html5cat, 128, 26, 178, 0.8080294117405759, 0.7777140066967289
copleykj, 128, 26, 179, 0.7482733815960406, 0.9059085881135015
Primigenus, 128, 26, 178, 0.8856861439451822, 0.46458293440892806
wojtkowiak, 128, 26, 202, 0.7172331013037023, 0.0
edemaine, 128, 26, 180, 0.0, 0.903736326727773
RobertLowe, 128, 26, 179, 0.7899379121601927, 1.0
wildhart, 128, 26, 193, 0.0, 0.8867089842091602
coagmano, 128, 26, 182, 0.7828109179683715, 0.7647722533382876
Fabs, 128, 26, 182, 0.8095757940826446, 0.7997928680509203
mariapacana, 128, 26, -1, 0.0, -1
TheRealNate, 128, 26, -1, 0.0, -1
namenotrequired, 128, 26, 33, 0.0, 0.7592260978810097
gchpaco, 128, -1, 1, -1, 0.9059085881135015
matheusccastroo, 128, 26, 169, 0.0, 0.8438283681352141
aldeed, 128, 26, 181, 0.7861108903132211, 0.0
Grubba27, 128, 26, 176, 0.7010754072579843, 0.9059085881135015
delki8, 128, 26, 165, 1.0, 0.9529542418975532
trusktr, 128, 26, 109, 0.7941408339578074, 0.8145665363373366
mutdmour, 128, 53, 184, 0.7889047501371551, 0.9999999999999997
meonkeys, 128, 26, 257, 0.833813177726056, 0.930944030339745
mpowaga, 128, 26, 188, 0.9411511814879283, 0.7647722533382876
rj-david, 128, 26, 185, 0.0, 0.8299787521393344
zealoushacker, 128, 26, -1, 0.8476412162931886, -1
CaptainN, 128, 26, 185, 0.933939025279348, 0.7705435960434591
veered, 128, 26, 184, 0.6286453844201496, 0.8344819876065739
rdickert, 128, 26, 87, 0.0, 0.6962167696924739
alanning, 128, 26, 87, 0.8516227589655303, 0.7705435960434591
lh0x00, 128, 53, 162, 0.7163329589721021, 0.0
c9s, 128, 19, 15, 0.6965821663076242, 0.0
eskan, 128, 26, -1, 0.0, -1
mizzao, 128, 26, 180, 0.8325463353362836, 0.6514828053259629
brooksbecton, 128, 53, 7, 0.8980093906786778, 0.9529542418975535
estark37, 128, 26, 22, 0.0, 0.9999999999999997
brianlukoff, 128, 26, -1, 0.0, -1
fknipp, 128, 26, 158, 0.0, 0.9999999999999997
gadicc, 128, 26, 88, 0.8307969615596986, 0.7066316715207664
rgoomar, 128, 26, 95, 0.8831222094639534, 0.9059085881135015
TomFreudenberg, 128, 26, 1, 0.0, 0.775383021832384
emgee3, 128, 26, -1, 0.8833952936814599, -1
MichaelJCole, 128, 26, 175, 0.0, 0.8908739871316663
jirikrepl, 128, -1, 361, -1, 1.0
maxnowack, 128, 26, 95, 0.8011983135834422, 0.81525981669854
brettle, 128, 84, 361, 0.0, 0.0
ecwyne, 128, 26, 109, 1.0, 0.7749639917395984
jonathanKingston, 128, 21, 109, 0.0, 0.9107735579915405
queso, 128, 26, 1, 0.8918095318137678, 0.7810452545388015
juho, 128, -1, 100, -1, 0.9332641850097045
clarete, 128, 95, 82, 0.0, 0.0
mateusz-golebiowski, 128, -1, 202, -1, 0.9999999999999997
merlinpatt, 128, 18, -1, 1.0, -1
menewman, 128, 26, -1, 0.6286453844201496, -1
robertpitt, 128, 26, 109, 0.9782925724323853, 0.838637672303151
realyze, 128, 58, 174, 0.0, 0.7286316395680021
choyweston, 128, -1, -1, -1, -1
karayu, 128, -1, 1, -1, 0.9999999999999997
lucfranken, 128, -1, -1, -1, -1
AlexSterk, 128, -1, -1, -1, -1
jb-1980, 128, -1, 52, -1, 0.8020681655101649
stevenhao, 128, 26, -1, 0.8408331559326149, -1
Cangit, 128, 53, -1, 0.8752422988834894, -1
sakulstra, 128, 26, 169, 0.7307179163774243, 0.9529542418975532
sdarnell, 128, 26, 37, 0.0, 0.9529542418975532
iDoMeteor, 128, 26, -1, 0.9581920187829349, -1
antoinep92, 128, -1, -1, -1, -1
Ed-von-Schleck, 128, -1, 161, -1, 0.8118175937671408
dotansimha, 128, 26, 66, 0.5765006300806328, 0.7668564082401561
elie222, 128, 26, 170, 0.7237567394079872, 0.6192450885133729
mjmasn, 128, 26, 109, 0.7548032294854963, 0.8486273714726223
pradel, 128, 26, 186, 0.0, 0.8588630387144667
povesteam, 128, -1, -1, -1, -1
theadactyl, 128, 26, 187, 0.0, 0.9529542418975532
theodorDiaconu, 128, 26, 257, 0.0, 0.9191362745468151
mikekibz59, 128, -1, -1, -1, -1
MasterAM, 128, 26, 161, 0.0, 0.8118175937671408
carlosbaraza, 128, 26, 66, 0.6998496278940658, 0.8759820963896161
chris-visser, 128, 26, 188, 0.7661167779502317, 0.8665284743378042
maciej-trebacz, 128, -1, -1, -1, -1
znewsham, 128, 26, 162, 0.0, 0.8908739871316663
audreyfeldroy, 128, 21, 325, 0.8483304285395317, 0.9999999999999997
benweissmann, 128, 26, 189, 0.0, 0.9999999999999997
ChangJoo-Park, 128, 26, 190, 0.8212360442110018, 0.9763545501025435
spang, 128, 98, 200, 0.8302264227235512, 0.8862185312256529
danahmadi, 128, 26, 37, 0.0, 0.9529542418975528
engelgabriel, 128, 26, -1, 0.8078484630467344, -1
subhog, 128, 26, 168, 0.8831222094639534, 0.7767723284212921
TimeBandit, 128, 26, 191, 0.8831222094639534, 0.9666320794692136
jakozaur, 128, 26, -1, 0.0, -1
jagill, 128, 26, 246, 0.9657931969009397, 0.0
JamesLefrere, 128, 26, -1, 0.7695571464486821, -1
janowsiany, 128, 26, -1, 0.7339393746747487, -1
kevinchiu, 128, 21, 109, 0.0, 0.9059085881135015
maxpain, 128, 26, 161, 0.96579319690094, 0.8867089842091602
netanelgilad, 128, 26, 198, 0.0, 0.6729036590112316
batjko, 128, 26, -1, 1.0, -1
rcy, 128, 26, -1, 0.6286453844201496, -1
twhy, 128, 53, -1, 0.9518086383390859, -1
vjvasilev95, 128, -1, -1, -1, -1
LyuGGang, 128, -1, -1, -1, -1
gsuess, 128, 26, 183, 0.0, 0.9332641850097045
henriquealbert, 128, 26, 176, 0.8543890886573043, 0.9059085881135018
kevin-tayong, 128, -1, -1, -1, -1
mbrobbel, 128, -1, -1, -1, -1
ogourment, 128, -1, 95, -1, 0.8757802719231783
paulincai, 128, 26, 165, 0.873785680777929, 0.8646852019244013
rissem, 128, 26, 161, 0.8833952936814599, 0.8331606581420687
ritwik1233, 128, -1, 137, -1, 0.7926181988329812
rohit2b, 128, 26, -1, 0.0, -1
ryneeverett, 128, -1, -1, -1, -1
danrubins, 128, 26, -1, 0.8169916410003587, -1
ffxsam, 128, -1, -1, -1, -1
mattmccutchen, 128, 26, -1, 0.0, -1
mhidou, 128, 26, -1, 0.7961087292859934, -1
npvn, 128, 26, 88, 0.8671761157793909, 0.7921275368792925
trudeaua21, 128, -1, 362, -1, 0.9666320794692136
bengott, 128, 26, 167, 0.837458777548543, 0.0
bobbywarner, 128, 69, 141, 0.0, 0.0
bwhitty, 128, -1, 7, -1, 0.9332641850097045
theosp, 128, 26, 181, 0.0, 0.9999999999999997
felixrabe, 128, -1, -1, -1, -1
fakenickels, 128, 26, 174, 0.7728190197801275, 0.6514828053259629
gehrhorn, 128, -1, -1, -1, -1
ocdtrekkie, 128, 134, 192, 1.0, 0.8998963166297931
JeremySaks, 128, 26, 88, 0.8081069823956244, 0.7926181988329812
nytamin, 128, -1, 109, -1, 0.9191362745468151
SanjoSolutions, 128, -1, -1, -1, -1
hexsprite, 128, 26, 316, 0.8217471544507593, 0.8006464954584387
phocks, 128, 10, -1, 0.9459671244382039, -1
waitingcheung, 128, -1, 191, -1, 0.9666320794692136
leonardoventurini, 128, 26, -1, 0.0, -1
lieuwex, 128, -1, 363, -1, 0.7057020826747417
macrozone, 128, 26, 109, 0.96579319690094, 0.8776654623548252
ohsofoxy273, 128, -1, 1, -1, 0.7000870982647223
milesmatthias, 128, 26, 109, 0.9515289106822482, 0.7453690021916679
wulfmeister, 128, 26, -1, 0.7117160224880859, -1
nuvipannu, 128, 21, -1, 0.0, -1
pmoons, 128, 26, -1, 0.8833952936814599, -1
koszta, 128, -1, 109, -1, 0.9191362745468151
rasmuserik, 128, -1, -1, -1, -1
szchenghuang, 128, -1, 109, -1, 0.7453690021916679
murillo128, 128, 53, -1, 0.0, -1
s7dhansh, 128, 26, 185, 0.0, 0.7997928680509203
Tarang, 128, 26, 363, 0.0, 0.6519862703283014
vparpoil, 128, 26, 177, 0.0, 0.9999999999999997
zhangcheng, 128, 21, -1, 0.7332423769643519, -1
andreas-karlsson, 128, -1, -1, -1, -1
costinelmarin, 128, 26, -1, 0.8743970351425281, -1
distalx, 128, 26, 37, 0.8196919090960854, 0.8259614951977112
evolross, 128, 26, 193, 0.0, 0.8331606581420687
rzymek, 128, 26, 109, 0.8919459946899957, 0.8867089842091602
lassombra, 128, -1, -1, -1, -1
jacott, 128, -1, -1, -1, -1
morloy, 128, 26, 194, 0.8679223185965961, 0.9666320794692136
Abduttayyeb, 128, -1, -1, -1, -1
ahmedhagii, 128, -1, -1, -1, -1
Akarshit, 128, 21, -1, 0.0, -1
alex-seville, 128, 53, 109, 0.8840250415267377, 0.8618079524406219
AlexeyMK, 128, 26, 195, 0.7644506258702751, 0.9999999999999997
amka, 128, 19, -1, 0.0, -1
jedwards1211, 128, 26, 160, 0.0, 0.9337545336081952
atd, 128, 15, 1, 0.9340912868484456, 0.8961585325450423
axelvaindal, 128, -1, -1, -1, -1
BudgieInWA, 128, -1, -1, -1, -1
bchelli, 128, -1, -1, -1, -1
TechplexEngineer, 128, 82, 98, 0.7520748855470092, 0.7861151609605472
bminer, 128, 53, -1, 0.0, -1
bradvogel, 128, 26, 168, 0.0, 0.8684647785024314
bpartridge, 128, 53, 196, 0.8565984573638424, 0.9999999999999997
brylie, 128, 21, 197, 0.811711567466056, 0.9332641850097045
pcavadas, 128, -1, -1, -1, -1
nicu-chiciuc, 128, 26, -1, 0.0, -1
chrisbridgett, 128, -1, -1, -1, -1
csellis, 128, 53, 7, 0.8980093906786778, 0.9529542418975528
colllin, 128, 15, -1, 0.9322159844722596, -1
DAB0mB, 128, 26, 66, 0.0, 0.8262730425398124
newswim, 128, 26, 37, 0.884004078141364, 0.9342323370920178
DanielDent, 128, -1, -1, -1, -1
dklischies, 128, -1, -1, -1, -1
d4nyll, 128, 26, 1, 0.7830000320609651, 0.7066058461328222
DavidSichau, 128, 26, 163, 0.0, 0.9332641850097045
workmad3, 128, 53, 1, 0.0, 0.9529542418975532
Dev1an, 128, 26, -1, 0.7426782295334614, -1
Dimi7ri, 128, 26, -1, 0.7694735428105878, -1
striezel, 128, -1, -1, -1, -1
horner, 128, 26, -1, 0.9757469672809881, -1
d-gubert, 128, 26, -1, 0.8532977231745635, -1
drewmoore, 128, -1, 182, -1, 0.8331606581420687
DylanKojiCheslin, 128, 26, 172, 0.8088434007889843, 0.7678972468535216
edward, 128, 15, 1, 0.7155855969384157, 0.8318916309677794
eric-burel, 128, 26, 165, 0.9518086383390859, 0.8529452040016648
egtann, 128, 15, 161, 0.8411955336993436, 0.8331606581420687
edull24, 128, -1, -1, -1, -1
evliu, 128, -1, -1, -1, -1
fabienb4, 128, -1, -1, -1, -1
gchallen, 128, 21, -1, 0.0, -1
gerwinbrunner, 128, -1, 1, -1, 0.853251548827538
graemian, 128, 26, 33, 1.0, 0.8588630387144667
shwaydogg, 128, 26, 172, 0.9657931969009397, 0.8118175937671412
hjst, 128, -1, -1, -1, -1
jackkav, 128, 26, 171, 0.6470564470409532, 0.7708706227237379
jamielob, 128, 26, 182, 1.0, 0.7647722533382876
ograycode, 128, -1, -1, -1, -1
jshimko, 128, 26, 201, 0.0, 0.0
JesperWe, 128, -1, -1, -1, -1
j18ter, 128, -1, -1, -1, -1
javoire, 128, 53, -1, 0.7889047501371551, -1
jperl, 128, 26, 109, 0.7985326785376649, 0.482071059134657
julianeon, 128, 26, -1, 0.0, -1
kainisoft, 128, -1, -1, -1, -1
kentonv, 128, 53, 192, 0.0, 0.0
aspin, 128, -1, 171, -1, 0.9059085881135015
KFoxder, 128, -1, -1, -1, -1
nlhuykhang, 128, 26, 137, 0.8023237291751066, 0.6723344232317008
shama, 128, 53, 109, 0.7914636678875427, 0.853207401639013
larswolter, 128, 26, -1, 0.0, -1
lpender, 128, 26, 175, 0.8068302141439045, 0.8794168564359431
lvnr, 128, -1, -1, -1, -1
LewisW, 128, -1, 265, -1, 0.9666320794692136
75lb, 128, 19, 157, 0.0, 0.0
marceloschmidt, 128, 26, -1, 0.7528803863305222, -1
mariogasparoni, 128, -1, -1, -1, -1
MKRazz, 128, 26, -1, 0.7636333009937147, -1
matteodem, 128, 26, 172, 0.763673328324707, 0.7921386339788047
mpj, 128, 26, 136, 0.8493609822181414, 0.9999999999999997
scharf, 128, 26, -1, 0.0, -1
MichelFloyd, 128, 26, 200, 0.0, 0.8396635392618345
jamiter, 128, 26, 66, 0.0, 0.8588630387144667
4e4c52, 128, 15, 1, 0.9243814253189693, 0.8961585325450423
servel333, 128, -1, 167, -1, 0.9529542418975532
charpeni, 128, 0, 117, 0.0, 0.7725064531625718
omeid, 128, 53, 255, 0.0, 0.81525981669854
oricordeau, 128, -1, -1, -1, -1
pmark, 128, 26, -1, 1.0, -1
patmoore, 128, 53, -1, 0.8205568335687087, -1
perbergland, 128, 26, -1, 0.0, -1
peterchoo, 128, 26, -1, 0.0, -1
prayagverma, 640, 53, 109, 0.8397039065047246, 0.7724747854651156
rhyslbw, 128, 26, 201, 0.8169693632228575, 0.9999999999999997
RichardLitt, 128, 53, 109, 0.6777808364085336, 0.7948702377785019
RickvdP, 128, 0, -1, 0.8901748839170562, -1
physiocoder, 128, -1, 33, -1, 0.8588630387144667
rjakobsson, 128, 0, -1, 0.8780715367059192, -1
SachaG, 128, 26, 174, 0.8267528194539057, 0.7610182102702451
skalb, 128, -1, -1, -1, -1
skagedal, 128, -1, -1, -1, -1
SimonSimCity, 128, 26, 170, 0.6128222537459438, 0.6416540417345437
pathway27, 128, 53, 37, 0.3774986438193123, 0.9529542418975532
StanLindsey, 128, 12, 95, 0.8013157997968737, 0.7925937834703756
THETCR, 128, -1, -1, -1, -1
tarunbatra, 128, 53, 353, 0.8766619821921495, 0.0
tvogels, 128, -1, 257, -1, 0.9191362745468151
tim-phillips, 128, 53, -1, 0.5346794940852897, -1
TrevorBurnham, 128, 53, 151, 0.0, 0.0
Urigo, 128, 26, 37, 0.7339423909108653, 0.7455729629894358
musically-ut, 128, 53, 83, 1.0, 1.0
victoriaquasar, 128, 26, 286, 0.9039323336582372, 0.9191362745468151
vincentcarpentier, 128, -1, -1, -1, -1
warrenseine, 128, -1, 344, -1, 0.9666320794692136
WilliamKelley, 128, 26, -1, 0.8980093906786784, -1
fay-jai, 128, 55, 109, 0.7785099217882716, 0.8867089842091602
tomarcafe, 128, -1, -1, -1, -1
apendua, 128, 26, 163, 0.8252878710221289, 0.9191362745468151
arggh, 128, 26, 137, 1.0, 0.7780054681491086
ayal, 128, -1, 161, -1, 0.8118175937671408
bastiW, 128, 84, 142, 1.0, 1.0
claudiosdc, 128, 26, 109, 0.0, 0.9529542418975532
dolgarev, 128, 26, 183, 0.8616865895121926, 0.7193797113762588
georgyberdyshev, 128, 26, 37, 0.0, 0.9529542418975535
jbergenthal-pwt, 128, -1, -1, -1, -1
jschanker, 128, -1, -1, -1, -1
mbrookes, 128, -1, -1, -1, -1
menelike, 128, 26, 202, 0.7307179163774243, 0.9999999999999997
adams, 128, -1, -1, -1, -1
heithemmoumni, 128, 13, 370, 0.9757469672809881, 0.9666320794692136
okland, 128, 26, 198, 0.0, 0.8240236227754953
phillc, 128, -1, -1, -1, -1
qbolec, 128, -1, 37, -1, 0.9091480881189135
krazyeom, 128, -1, 174, -1, 0.6514828053259629
tchiers, 128, -1, -1, -1, -1
thoragio, 128, -1, -1, -1, -1
zvictor, 128, 26, 160, 0.6823999951105596, 0.5502112150068732
ZanoT, 128, -1, -1, -1, -1
zicai, 128, 53, 203, 0.7570581967916885, 0.9999999999999997
867380699, 128, -1, -1, -1, -1
Akronix, 128, 85, -1, 0.9281852486429104, -1
awatson1978, 128, 26, 171, 1.0, 0.8796693770191157
zionts, 128, 26, -1, 0.0, -1
call-a3, 128, -1, -1, -1, -1
Addono, 128, -1, -1, -1, -1
afranche, 128, -1, -1, -1, -1
alDuncanson, 128, 53, 362, 1.0, 0.0
alprestedge, 128, -1, -1, -1, -1
AlecRust, 128, 15, -1, 0.9617971612350859, -1
alromh87, 128, 26, 109, 0.0, 0.8776654623548252
adhearn, 128, -1, -1, -1, -1
N0bl3, 128, -1, -1, -1, -1
alextaaa, 128, -1, -1, -1, -1
n0ne, 128, -1, 1, -1, 0.7000870982647219
AlexanderS, 128, 19, 88, 0.0, 0.7926181988329812
Alexandre-Georges, 128, -1, -1, -1, -1
recrsn, 128, -1, 109, -1, 0.8834921649747183
birdage, 128, 26, 201, 0.9315864460891132, 0.9454369703888994
bramp, 128, 21, 140, 0.0, 0.0
afelchak, 128, 0, -1, 1.0, -1
sntax, 128, -1, -1, -1, -1
akolybelnikov, 128, 86, -1, 0.7315988674208271, -1
anstarovoyt, 128, -1, -1, -1, -1
andylash, 128, 26, 173, 0.6286453844201496, 0.5199229346307335
trandromeda, 128, 53, 161, 0.9581920187829349, 0.8867089842091602
punkdata, 128, 21, -1, 1.0, -1
aramix, 128, 0, 109, 0.8754691266886993, 0.8010423815349188
aramk, 128, 26, 347, 0.6286453844201496, 0.6236368598312693
avishaan, 128, 26, 112, 0.8857665284446568, 0.9121669539158729
jiku, 128, 26, 170, 0.7248337670658347, 0.49505857300808953
beobast, 128, -1, -1, -1, -1
isabellatea, 128, -1, 7, -1, 0.9529542418975532
soupette, 256, 87, 204, 0.8365914962946748, 0.9999999999999997
alexandrebodin, 256, 40, 204, 0.8536947386539444, 0.0
lauriejim, 256, 87, 205, 0.7457555598212335, 0.9999999999999997
Aurelsicoko, 256, 87, 205, 0.7091891982473317, 0.0
gu-stav, 256, 53, 109, 0.6182388889178744, 0.8776654623548252
virginieky, 256, 87, -1, 0.0, -1
Convly, 256, 89, 152, 1.0, 0.0
ronronscelestes, 256, 96, -1, 0.0, -1
petersg83, 256, 87, -1, 1.0, -1
pierreburgy, 256, 87, -1, 0.96579319690094, -1
HichamELBSI, 256, 40, 204, 0.8833952936814599, 0.9999999999999997
markkaylor, 256, 87, -1, 0.0, -1
derrickmehaffy, 256, 88, -1, 0.8765741962338345, -1
remidej, 256, 87, -1, 0.7447574371180734, -1
vincentbpro, 256, -1, -1, -1, -1
innerdvations, 256, 53, -1, 0.0, -1
simotae14, 256, 53, 52, 0.8440162399874251, 0.8020681655101649
Elhebert, 256, 0, 35, 0.8892903285460818, 0.9666320794692136
Bassel17, 256, 96, -1, 0.9757469672809881, -1
abdonrd, 256, 53, -1, 0.853035388072353, -1
smontlouis, 256, 40, -1, 0.0, -1
kamalbennani, 256, 91, 366, 1.0, 0.0
Marc-Roig, 256, 96, -1, 0.7966037134790582, -1
iicdii, 256, 89, 206, 0.0, 0.9059085881135015
lucaperret, 256, 87, -1, 0.9036174859314325, -1
WalkingPizza, 256, 90, -1, 0.0, -1
maturanomx, 256, 88, -1, 0.7461454809519049, -1
ivanThePleasant, 256, 40, -1, 0.8030354884057864, -1
johannpinson, 256, 53, 7, 0.9518086383390859, 0.9529542418975532
ScottAgirs, 256, 90, 7, 0.0, 0.9529542418975532
pragone, 256, -1, -1, -1, -1
davidkartuzinski, 256, 87, -1, 0.6294926525225708, -1
sundaycrafts, 256, 53, 206, 0.5346794940852897, 0.9059085881135015
joshuaellis, 256, 53, -1, 1.0, -1
pr0gr8mm3r, 256, -1, -1, -1, -1
fdel-car, 256, -1, -1, -1, -1
bartduisters, 256, -1, -1, -1, -1
MattieBelt, 256, 90, 214, 0.7833624236970813, 0.0
nvh95, 256, 53, 206, 0.7451255923482896, 0.8261993845760295
runbb, 256, -1, -1, -1, -1
denisinvader, 256, -1, -1, -1, -1
Froelund, 256, 53, -1, 0.0, -1
moersoy, 256, -1, -1, -1, -1
sunnysonx, 256, 88, -1, 0.7461454809519049, -1
jozefcipa, 256, -1, 109, -1, 0.8776654623548252
oritwoen, 256, -1, -1, -1, -1
DanieleAurilio, 256, -1, -1, -1, -1
MartinMuzatko, 256, 88, 39, 0.7461454809519049, 0.9529542418975532
sajjad-shirazy, 256, 53, 66, 0.7889047501371551, 0.8588630387144667
BitesizedLion, 256, -1, -1, -1, -1
Mcastres, 256, 92, 122, 0.0, 0.9191362745468151
